siret,nom,ville,code_postal,activite,effectif
53134118800039,PAPETOU,,,,
53135598000016,CASTORIANO,,,,
53137442900029,A.M.,,,,
53143716800010,SODEC 09,,,,
53145438700014,CHARLIEN,,,,
53150546900019,PIZZA LA REGINA,,,,
53171990400025,LOTTI,,,,
53172538000012,ABATTOIR DE COMPIEGNE,,,,
53029482600025,VIA MONTICELLI DISTRIBUTION,,,,
52992887100019,LEVEQUE,,,,
51472898900013,BLONVAL GRILL,,,,
51477974300020,TRAITEUR LEFEBVRE,,,,
51483943000014,SONGUR,,,,
51438133400010,ANTILLES CUISINE CENTRALE,,,,
52790054200012,MAUREL,,,,
52796201300035,CAMOU JUNCAS,,,,
52796634500029,BION'AP,,,,
52801271900019,GIROUX,,,,
52809792600018,SECRETS D'YAMANDE,,,,
52811824300013,JOAS,,,,
52817741300028,ABATTOIRS BOUCHERS SERVICES EN ABREGE A.B.S.,,,,
52818702400013,BEAURAIN,,,,
52819322000027,CHERNYSHEVA,,,,
52823420600019,GORDIYTCHUK,,,,
52891303100019,RICHARD,,,,
52898005500032,SAVRIMOUTOU,,,,
52918379000029,SOL,,,,
52918957300015,GAUTHIER,,,,
52919629700012,FERNANDES RODRIGUES,,,,
52921324100019,GERONIMI,,,,
52923967500018,BAGOT,,,,
52925289200029,LESAGE,,,,
52926883100029,SELECTION VIANDE DISTRIBUTION,,,,
52982455900015,LABIDI,,,,
52982665300014,[ND],,,,
52983715500017,FELLMANN,,,,
52988835600019,LES DELICES DE VILLENEUVE,,,,
52990201700019,DIRECTION MEDITERRANE,,,,
52991167900015,PHUC LOC,,,,
52992165200010,VEE,,,,
52993596700016,SFERRAZZA,,,,
53004848700025,DARTIAILH,,,,
52939254000017,MACE,,,,
52945821800011,AROMINE,,,,
52951229500013,EL BAKAIJAR,,,,
52953911600028,HOUNYE,,,,
52965704100024,GARNIER,,,,
52968332800015,FIORENZA,,,,
52969657700012,BOURAYA,,,,
52969726000014,[ND],,,,
52858343800023,GENCE,,,,
52863294600018,LES PATONS DE NITA,,,,
52871566700010,TAMAYA,,,,
52875205800024,BILLAUD,,,,
52876592800015,SARL LES VOLAILLES DE MARAULI,,,,
52876216400028,LE CARNIJI,,,,
53039937700015,VACCA,,,,
53041265900050,L'EPICERIE DU PORT,,,,
53047724900011,LES VOLAILLES DE MONTHELON,,,,
53060048500011,CORMIER,,,,
53068675700010,BUN,,,,
51981875100033,L'ATELIER DU POISSONNIER,,,,
52219948800027,OTTOU,,,,
52223882300010,ROQUEFORT,,,,
52484149100011,AUX DELICES DE LANDRAIS,,,,
52493455100010,DUPONT,,,,
52932241400036,[ND],,,,
52932241400085,[ND],,,,
52538638900023,[ND],,,,
52538638900015,[ND],,,,
50142767800013,LIMAGE,,,,
52170428800021,[ND],,,,
52022794300013,SARL MADIKERA SAVEURS,,,,
51901702400026,CAFES BIBAL TORREFACTEUR,,,,
51902835100053,CHOC EN REVES,,,,
51902835100020,CHOC EN REVES,,,,
51902835100046,CHOC EN REVES,,,,
51932755500016,SALOMON,,,,
52134263400024,CHABANNE,,,,
52155960900016,QUENEL,,,,
52167771600016,GELATERIA PIERROT,,,,
51942831200028,COMPAGNIE & CO,,,,
51952230400020,NEVEU,,,,
51959664700015,NIZAN,,,,
51963963700015,HERMITE,,,,
51976834500042,ORSINI,,,,
52042715400031,HONORE,,,,
52044142900013,SAVOR CREATIONS,,,,
52045687200016,WURTZ,,,,
52072243000011,GUTIERREZ,,,,
52075478900011,SOUSSI,,,,
52076254300012,MAINE PRESTATION DE SERVICE,,,,
52082218000011,DAVID,,,,
52082835100012,L'ESPOIR,,,,
52099430200021,L'ATELIER MAXIME,,,,
52099430200054,L'ATELIER MAXIME,,,,
52107710700022,CUMA LA FORGERONNE,,,,
52111052800010,DIDI PIZZA,,,,
52112782900013,ATELIERS DE L'ABBAYE LA JOIE NOTRE DAME,,,,
51412115100013,HS GLACIER,,,,
52096761300024,[ND],,,,
52056927800010,CAMPAN,,,,
52057458300016,LIME,,,,
52033585200023,FANNYMAX GOURMANDISE,,,,
52079171600019,DURAND,,,,
51746330300019,FIGAROL,,,,
50897737800035,GIBERT,,,,
50443167700021,FILLINGER,,,,
51950204100014,VALPIFORM COMPIEGNE,,,,
51892070700016,LARIBLE,,,,
56210003200068,MONBANA,,,,
56282103300320,EVIALIS FRANCE,,,,
56282103300411,EVIALIS FRANCE,,,,
56282103300429,EVIALIS FRANCE,,,,
56288017900055,CEMOI CONFISEUR,,,,
56282103300379,EVIALIS FRANCE,,,,
57215431800115,LA MAISON DU CHOCOLAT,,,,
58116336700047,LACAILLE,,,,
55200423600055,PATISFRANCE - PURATOS,,,,
55200423600121,PATISFRANCE - PURATOS,,,,
55200423600311,PATISFRANCE - PURATOS,,,,
55204741700050,ETS CORVEE,,,,
55850337100103,GROUPE FRANCAISE DE GASTRONOMIE,,,,
55850395900162,CSM FRANCE,,,,
55850425400043,LESAFFRE CULINARY STRASBOURG,,,,
60820101800025,TROUW NUTRITION FRANCE,,,,
61282086000114,LES ELEVEURS DE LA CHEVILLOTTE,,,,
61582077600115,CONTINENTALE NUTRITION,,,,
61572028100059,BSC FOODS PINNEYS,,,,
61692065800021,FFG MAREE,,,,
62162092100067,CONFISERIE DU ROY RENE,,,,
62162092100026,CONFISERIE DU ROY RENE,,,,
62282094200085,CHOCOLATS KLAUS SA,,,,
62282094200093,CHOCOLATS KLAUS SA,,,,
62298002700206,MCCORMICK FRANCE,,,,
62632034500012,ETABLISSEMENTS BELLANNE,,,,
63850041300072,CHARCUTERIE PIERRE SCHMIDT,,,,
64195008400120,CONSERVERIE DU LANGUEDOC,,,,
64728017100016,DOMAINE DE BEQUIGNOL SARL,,,,
65298036800011,FABRIQUE NOUGAT CONFISERIE VAL ROUBION,,,,
65725009800073,LE BOCAGE,,,,
65725009800065,LE BOCAGE,,,,
53988701800015,ACCENT DE PROVENCE,,,,
56165010200024,JAMBON NUTRITION,,,,
58214199000025,PROVA,,,,
58214606400024,LABORATOIRE CARRARE,,,,
58262015900019,DURANTON ET CIE TORREFACT CAFE,,,,
58450018500023,ETABLISSEMENTS CHARLES FRERES,,,,
58450018500122,ETABLISSEMENTS CHARLES FRERES,,,,
59201771900051,ROSINSKI SBIR,,,,
59204192500047,PORCGROS,,,,
59204192500062,PORCGROS,,,,
59206708600070,ATM,,,,
59582071300021,ETABLISSEMENTS GOURAULT,,,,
59582071300054,ETABLISSEMENTS GOURAULT,,,,
59702073400021,EBLY,,,,
60200494700027,LEPIC IDEM,,,,
60201889700143,FERRERO FRANCE,,,,
60201889700184,FERRERO FRANCE,,,,
60205674900016,SAINT LOUIS SUCRE,,,,
60285010900011,AUX PATES FRAICHES,,,,
60365009400049,MANUFACTURE CLUIZEL,,,,
66655005800034,SICO,,,,
66655005800182,SICO,,,,
66698029700020,STE DES TERREAUX D ANJOU,,,,
67202415500208,LINDT ET SPRUNGLI,,,,
67202415500240,LINDT ET SPRUNGLI,,,,
67202415500216,LINDT ET SPRUNGLI,,,,
67202415500232,LINDT ET SPRUNGLI,,,,
67202415500430,LINDT ET SPRUNGLI,,,,
67568004500027,COSTAL,,,,
54008101500021,LOURENCO,,,,
55200423600154,PATISFRANCE - PURATOS,,,,
55200423600303,PATISFRANCE - PURATOS,,,,
55675011500074,SAMAB,,,,
57214916900086,HARIBO RICQLES ZAN,,,,
57214916900102,HARIBO RICQLES ZAN,,,,
57214916900169,HARIBO RICQLES ZAN,,,,
54665036700156,ARRIVE,,,,
54625022600026,BISCUITS CANTREAU,,,,
52789383800021,LHEUREUX,,,,
52749939600010,GUILLOCHON,,,,
84158956700046,JOYFUL LUNCH,,,,
84171280500016,[ND],,,,
84171388600023,[ND],,,,
84183832900016,LA PATE SARTHOISE,,,,
84185430000032,GENTRIC,,,,
84190364400034,EURL LABBE,,,,
84191188600023,SAMBA DIATEKELA,,,,
84192594400024,MAIA SILVA,,,,
84195303700014,MATTONE,,,,
84196914000034,BOUCHERIE VANDENDRIESSCHE,,,,
84200780900010,PONSINET,,,,
82849360100011,LENOUVEL,,,,
82852796000029,OHH BON SUSHI,,,,
82863394100012,BIANCONI,,,,
82869953800033,AMCP,,,,
82871092100028,O JOYAU ORIENTAL,,,,
82871365100010,[ND],,,,
84045142100027,[ND],,,,
84056447000010,ROUSSEL,,,,
84057154100035,SAS WONDERWOMALT,,,,
84067717300014,LE COMPTOIR DE MON ENFANCE,,,,
84069183600018,HIRAGA,,,,
84087494500016,CARRE DE CAFE,,,,
84089975100027,BOUCHERIE GUILLARD,,,,
83936594700028,[ND],,,,
83942491800010,SOLLOSSI,,,,
83944753900017,LE PETIT-FOURNIER,,,,
83947614000018,[ND],,,,
83958534600019,DE OLIVEIRA,,,,
83973783000019,NASR,,,,
83973783000027,NASR,,,,
83976395000020,SBV CHATEAULIN,,,,
83979940000016,PRIMINSTINCT,,,,
84036670200024,MILHIET,,,,
84043850100016,BAUDRIER,,,,
83871501900017,CHARLES-FELICITE,,,,
83874892900018,LA TREMEVENOISE,,,,
83512564200016,AMALTUP,,,,
83515242200019,LA FABRIC'VEGETALE,,,,
83520380300019,UN DESIR CROQUANT,,,,
83848312100011,PIGALLE,,,,
83990655900019,[ND],,,,
84210503300018,FRITES DAY,,,,
84227135500021,SARL F.B.G,,,,
84227653700011,SARL LES PETITS MATELOTS,,,,
84246245900012,LES GOURMANDISES DE MANON,,,,
84246366300034,APERO TEAM,,,,
84246617900012,TENZIN,,,,
84251145300016,BOULANGER,,,,
84252657600017,PIGOT,,,,
84252973700012,GARD,,,,
83994181200019,ILLER ALSACIENNE DE DISTRIBUTION,,,,
83995659600036,ANISSA PATISSERIE,,,,
84002575300012,LE ROCH,,,,
84005765700016,STEGERAN,,,,
84007688900012,FORTASSIN,,,,
84009980800015,PORTALURI,,,,
84014997500012,POITOU,,,,
84021027200026,PEREIRA,,,,
84025038500019,MULTI-DELICES,,,,
84029010000014,SUD VOLAILLES,,,,
84033906300017,BAREIL,,,,
83831669300012,KOMORNIK,,,,
83842243400012,ROUMANIS,,,,
83844178000031,QWILD,,,,
83844741500012,GIRAUD,,,,
83846556500011,MAISON MATHY,,,,
83845084900016,PRISER,,,,
83851004800013,MARTIN,,,,
83852021100015,SAS DUV,,,,
83855216400017,TREBER,,,,
83887880900014,DESPRATS,,,,
83888601800012,LE COQ DESBOIS,,,,
83891763100015,KUNSUNGNOEN,,,,
83898885500022,CGR PRODUCTION,,,,
83899225300016,BOCHER,,,,
83900877800012,SASU DE LYON,,,,
83909486900014,MARTIN,,,,
83921553000016,SAS FLAZZI,,,,
84107092300021,DEMANGE,,,,
84112696400037,SOGAVIA,,,,
84115819900023,ALPES AZUR VIANDES,,,,
84122806700010,LEVRIER,,,,
84123988200019,SOHAS,,,,
84133747000014,LE BOBINOU,,,,
84138524800015,MONCOQ,,,,
84144999400034,[ND],,,,
82851329100017,BOUCHERIE MONT VERNON,,,,
82872907900016,BISCUITERIES DELAUNAY,,,,
82872986300013,REY,,,,
83200199400017,FRANCON,,,,
82939171300015,TAULIAUT,,,,
82780500300015,CELLAL FOOD SOLUTIONS,,,,
83146381500017,COOKNRUN,,,,
83132135100023,STIVAL,,,,
83179954900025,LA MAISON DU CURCUMA,,,,
84491177600012,NIBBANA,,,,
84494005600022,BOUCHET,,,,
84512555800021,DJOUZA,,,,
84269687400036,YVART,,,,
84275587800019,BOREL,,,,
84275443400012,GRENET,,,,
84283548000018,CHEKERE,,,,
84287317600015,DOMINGUEZ GRANA,,,,
84293462200015,MURIEL JEZEQUEL ASSEMAT,,,,
84369064500018,RODRIGUES BRANCO,,,,
84376364000011,MOUQUET,,,,
84387350600029,GLACES PIERRE GERONIMI SAGONE,,,,
84314021100015,SERVIES,,,,
84318336900019,STEHLE,,,,
84321942900027,GUYON,,,,
84330619200025,ELTY,,,,
84346478500024,LE BON COIN SAVOYARD,,,,
84348821400027,LE CARRE NOIR,,,,
84799350800013,KRIJN,,,,
84803676000017,[ND],,,,
84805063900014,[ND],,,,
84814739300013,AUGEREAU,,,,
84828332100018,GOOD MORNING VEGAN,,,,
84833157500011,LE MARIN GOURMAND BAZIN,,,,
84833366200015,TADDEI,,,,
84840830800015,CERISE BERGAMOTE,,,,
84841293800021,MACCARI,,,,
84534787100012,LE RAMY 2,,,,
84760821300017,LES BOCAUX D'EMILIE,,,,
84761251200016,IDEAL MARKET,,,,
84771899600022,FANNY,,,,
84775174000014,ALFA FOOD FACTORY,,,,
84775953700016,GAIRAUD,,,,
84780924100015,LAUNAY,,,,
84428559300019,CALOGERO,,,,
84430967400027,TONKA,,,,
84445627700038,TROLLUX,,,,
84465623100025,MAISON GIRY,,,,
84416874000018,SAVEURS DES ILES,,,,
84204085900022,LECLERCQ,,,,
84207394200018,JC PRODUCT,,,,
84364221600017,FUJI EXPRESS,,,,
84313847000011,LES PETITS POTS D'ALICE,,,,
84470939400010,[ND],,,,
84446764700021,GRANABIO,,,,
82484834500024,[ND],,,,
82494526500026,JIN,,,,
83217862800018,BESNARD,,,,
83217862800026,BESNARD,,,,
83234874200012,[ND],,,,
83234899900018,ENVOIE DU STEAK,,,,
83243983000015,THE BOSTON CLUB,,,,
83248393700021,FARGE,,,,
83166907200017,URZICA,,,,
83169570500010,AUGUSTE,,,,
83176310700016,LES MILLE ET UNE DOUCEURS DE JANNA,,,,
83188759100012,SWANBAY,,,,
83194907800016,ROY,,,,
83195747700019,FUMAISON OCCITANE,,,,
83094303100021,COSTECALDE,,,,
83098679000020,LE COMPTOIR DES DELICES,,,,
82793210400025,ZERROUKI,,,,
82820907200010,LDF TRAITEUR,,,,
83779424700010,GADOUAIS,,,,
83783947100013,MPSA,,,,
83785159100011,AFFANE,,,,
83810204400016,ECHE,,,,
83412458800023,CARTILLI,,,,
83446485100015,LIFE JUICE BIO,,,,
83452937200015,[ND],,,,
83360798900013,PAVIA,,,,
83380736500014,ORANGE TROPICALE,,,,
83394604900016,PASTA PAOLA,,,,
83396004000024,FRUITS ET LEGUMES MARYLOR,,,,
83397907300032,BISCUITERIE BEAUJOLAISE,,,,
83312720200012,MARIN,,,,
83320208800013,RESPECT GOURMAND,,,,
83324073200010,PHUTTHACHAT,,,,
83324629100011,KER LAGADEUC,,,,
83329140400014,DANGLAS,,,,
83329637900013,[ND],,,,
83330447000077,KARIBEAN FOOD,,,,
83333352900059,PASTRY EXPERTS,,,,
83343410300010,KARAMEL'HELO,,,,
83345920900023,LA MAISON GK,,,,
83465443600015,PHL,,,,
83468222100017,DISTRIFEB,,,,
83470469400019,COLLE,,,,
83479045300023,LE HAUT PAYS,,,,
83480365200017,EL BASSIRI,,,,
83483476400021,SOCIETE D'ABATTAGE DES HAUTS PAYS,,,,
83490249600043,[ND],,,,
83493816900010,ORIGINAL CAFE,,,,
83494756600016,AUXILLA,,,,
83494864800045,DA CONCEICAO RODRIGUES,,,,
83508160500015,CACAO DE BOURGOGNE,,,,
83509017600016,VEGA FERMENT,,,,
83527534800018,[ND],,,,
83530717400028,TALINEAU,,,,
83532239700018,COMPTOIR D 'AMAZONIE,,,,
83536950500036,DRYMON,,,,
83749673600013,LEGRAND,,,,
83254135300021,SALHI,,,,
83458002900025,[ND],,,,
83354641900015,CHRISANDCOOK,,,,
83355909900019,SARL FTV TRAITEUR,,,,
83409588700016,ASSAYAG,,,,
83410625400016,BOUTOLLEAU,,,,
83105604900016,MARKEN FOODS,,,,
83106113000017,LAURENCE MESUROLLE,,,,
83113544700017,LOUDMYLA,,,,
83126586300041,LES TONTONS PAPAS,,,,
83127722300028,LA CHOCOLLINE,,,,
83143616700033,TOKE,,,,
83143616700025,TOKE,,,,
83143856900020,MIAM,,,,
83017529500039,WILLIAM SAURIN PRODUCTION,,,,
83031883800018,CHOCOLATERIE LIONNETON,,,,
83035665500019,SEBIE,,,,
82440542700033,BABAJY,,,,
82440566600010,BOUCHER,,,,
82458442900016,TRAVEL VIBES,,,,
82476348600019,FOUQUIER,,,,
83048278200026,5&SENCE,,,,
83053712200012,ROMAN,,,,
83058770500013,BERGE,,,,
83059287900019,[ND],,,,
83066623600013,[ND],,,,
83078942600012,LEJEAU,,,,
83083916300011,LINTZER,,,,
82493436800039,TERRE D'ADAM,,,,
82497151900023,RADIKAL FRESH FOOD,,,,
82509480800029,MIDOL MONNET,,,,
82510358300027,MICHAU,,,,
82518729700015,HURMENDIA,,,,
82524370200016,LA TORREF DE FERSEN,,,,
82533496400012,BALZAC CAFE,,,,
82891217000010,[ND],,,,
82907193500011,JADEAU,,,,
82919466100015,KOL ET STEROL,,,,
82921793400019,ROSO,,,,
82923795700024,ANNAG,,,,
82930527500010,AGRI GLACES,,,,
83257276200017,BOUBY,,,,
83258517800011,[ND],,,,
83273232500010,MO RICE,,,,
83275626600017,DOMAINE DE LA CROUZILLE,,,,
83276792500023,COQUEREAU,,,,
83296187400027,[ND],,,,
83299206900019,CARIBEEN BM CORPORATION,,,,
82744124700018,BOUCHERIE SUD FRAICHEUR,,,,
82749016000013,NESTLE WATERS MANAGEMENT ET TECHNOLOGY,,,,
82749134100018,EVEIL DES PAPILLES,,,,
82751994300019,LUSSOT,,,,
82753362100021,BOUCHERIE DU CENTRE,,,,
82753990900024,DIETSCH,,,,
82754325700014,LEDENT,,,,
82755370200016,VEG AND FRUIT,,,,
82773181100028,LA BOUCHERIE BHIKI,,,,
82775150400040,GRAFFAGNINO & CO,,,,
82780500300023,CELLAL FOOD SOLUTIONS,,,,
82796822300020,NIGAY HAUTS DE FRANCE,,,,
82808570400017,RAYNAL HAUTIER,,,,
82809037300014,CREPE MY PIZZA,,,,
82810783900031,FREYTET,,,,
82819203900026,KARUKERA CAFE,,,,
82820346300033,PATOUMA,,,,
82824570400014,LA CLOCHE D'ARGENT,,,,
82948545700016,ROLL'UP ICE CREAM,,,,
82950660900017,C'DOUDEH !,,,,
82956434300012,BASSONVILLE,,,,
82959020700017,LA MAISON DU DESSERT,,,,
82962240600017,LUCIANI,,,,
82977185600012,ECOBAR,,,,
82984713600019,BIANCO,,,,
84957253200018,GELATOSA S.A.S.U,,,,
84958307500023,ARIECH,,,,
84959707500027,DUTHIL,,,,
84788754400017,PTAH CHOCOLATERIE,,,,
84791118700023,EL OUACHOUNI,,,,
84533864900021,AUTREMENT BIERE,,,,
85073971500017,DAGHRI,,,,
85013116000028,ZAFOUR,,,,
85066689200011,AFSCA,,,,
85066988800016,SOCIETE NOUVELLE A3E,,,,
84854966300021,PETIPLA,,,,
84861987000027,SUR LA ROUTE DE L APERO,,,,
84866138500023,L'ATELIER DE LA VILLA,,,,
84871087700012,KISLEV,,,,
84876912100015,BONNET,,,,
84881897700011,[ND],,,,
84887448300011,GERMAIN,,,,
84889579300018,PROCEO,,,,
84963612100014,LE MASSALA,,,,
84970970400019,CONFISERIE D.V.B CHARLES VII,,,,
84999767100011,SARL L' ABAE,,,,
85008470800021,[ND],,,,
85018895400018,CHOCOLATERIE CO&CO,,,,
85024967300029,ABDI,,,,
85024967300011,ABDI,,,,
85025279200013,NATUR'ELEVAGE,,,,
85033120800049,ROTISSERIE PINELLI,,,,
85035517300020,FABULOUS MEAT,,,,
85042045600012,ARTI PASTA,,,,
85043691600025,MAGREG CHOCO,,,,
85043770800017,[ND],,,,
85044183300025,TRADITION PRALINE,,,,
85048206800010,MACQUET,,,,
85053440500046,[ND],,,,
85133046400013,[ND],,,,
85142781500010,LA MAIN NOIRE LABO,,,,
85142781500028,LA MAIN NOIRE LABO,,,,
85155728000019,PASTORE,,,,
85159386300018,HUE,,,,
85159674200011,LGH,,,,
85159386300026,HUE,,,,
85168375500025,LABORATOIRE PARAPHAR,,,,
85170844600014,HAKOBYAN,,,,
84912761800015,LES CHIPIRONS DE CARLITO,,,,
84925673000011,JAGUELIN,,,,
84928242100015,DANS LA POPOTE,,,,
84932358900010,PESCE,,,,
84938033200015,[ND],,,,
84938027400027,MARTINEZ,,,,
84948731900022,KERSUSAN,,,,
84948902600013,LA LEGENDE DE PYRENE,,,,
85079562600017,[ND],,,,
85083284100017,ESCOBAR,,,,
85085552900010,LEMAIRE,,,,
85086538700011,POM'FRITES,,,,
85099571300011,[ND],,,,
85113094800025,ASSERAF,,,,
85117384900015,TROUILLET,,,,
85119384700015,[ND],,,,
85183629600018,VICO,,,,
85185105500018,BREAU,,,,
85190321100015,L.EXPLOITATION,,,,
85193836500018,FOURNIER,,,,
85198135700029,HELINSKI,,,,
85199802100014,MATHON,,,,
85208326000012,SFC,,,,
84254629300023,CORTEGGIANI,,,,
83817431600029,NOIX DE CHOCO,,,,
83817156900026,SAORVY,,,,
83766293100018,SASU BAM,,,,
83767565100017,CHEZ NOUS,,,,
83769834900011,[ND],,,,
83770174700011,HERBAER LABS,,,,
85397057200014,DAGNEAUX,,,,
85406196700014,SOCIETE D'ABATTAGE DE CUZZA,,,,
85580248400029,BOLTON FOOD,,,,
85680151900039,PLADIS FRANCE,,,,
85820076900017,MAISON VIEILLARD ARMES AUVERGNE BOULOGNE,,,,
85820076900041,MAISON VIEILLARD ARMES AUVERGNE BOULOGNE,,,,
86180035700142,ELIVIA LE LION,,,,
86480137800042,TECHNA,,,,
87120119000042,DISTRIPORC SARL,,,,
87280276400052,CAROFF FRERES,,,,
87280276400078,CAROFF FRERES,,,,
87658008500028,STE ABATTOIRS ET TRPTS DE BASSE -VILAINE,,,,
87718031500021,UNION DE COOPERATIVES AGRICOLES CECABROONS,,,,
87718031500039,UNION DE COOPERATIVES AGRICOLES CECABROONS,,,,
87718057000146,PROCEDES ROLAND PIGEON,,,,
87718057000153,PROCEDES ROLAND PIGEON,,,,
87760709300011,SASU LA COUPETTE A ROULETTES,,,,
85295410600013,THURIN,,,,
85308256800017,[ND],,,,
85313677800026,ONZON,,,,
85317952100028,CACAO EXPERIENCE,,,,
85352446000021,GRAIN DE CAFE,,,,
85360827100021,LA FUMAISON DES SAVEURS,,,,
85364624800015,EPF GROUP BV,,,,
85383739100012,LAVERDURE,,,,
87893572500019,SYLVESTRE,,,,
87895895800018,ROSSI,,,,
87897870900011,CHEF GOURMET,,,,
87902369500023,MEHDI,,,,
87902369500049,MEHDI,,,,
87904580500014,BNR PRODUCTION,,,,
87910800900017,PINTADE FOOD,,,,
87917818400021,SCIC DES VIANDES DU PAYS DE LA CHATRE,,,,
87927290400035,RAINBOW,,,,
87928258000023,BRIN DE FOLI,,,,
87930846800021,GRANDS CRUS,,,,
87931395500038,MOURET,,,,
87781243800019,JOSEPH-ANGELIQUE,,,,
87792067800027,HOUDIN,,,,
87801880300014,PELLETANT,,,,
87806616600017,GOSBI PETFOOD S A,,,,
87810561800010,CARPENTIER,,,,
87812781000017,SLIMANE FOIE GRAS,,,,
87812828900013,NOE POISSONNERIE,,,,
85240757600010,DEVORE FOOD,,,,
85241457200010,OUDOT,,,,
85244855400018,SABOURIN,,,,
85261802400016,OLIVERO,,,,
85262852800022,NAGAOKA,,,,
85276080000015,GONZALEZ,,,,
87825467100018,HAMOUD,,,,
87829003000013,BENOIT,,,,
87842296300016,B&B SEP,,,,
87859506500011,SUISSA,,,,
87859902600019,[ND],,,,
87868198000016,[ND],,,,
87871782600027,BIO GLACES,,,,
85123550700023,[ND],,,,
85125054800019,[ND],,,,
85126066100018,ABDUKHMANOVA,,,,
87764387400010,CAZIER,,,,
87766743600019,FLORES,,,,
85286683900040,JACS DISTRIBUTION,,,,
85286683900081,JACS DISTRIBUTION,,,,
85177525400010,MACARONS ET CHOCOLATS,,,,
85391981900013,GRONDIN,,,,
85392505500016,S.G.S.B.GPE,,,,
85392990900010,EL KAJJAL,,,,
85393767000018,[ND],,,,
87767307900019,FUJII,,,,
87803998100021,PETROSYAN,,,,
85337730700014,VIANDES DES ELEVEURS MAINE NORMANDIE,,,,
83377329400016,DU GRAIN A LA TASSE,,,,
83227105000011,JCNS SERVICES,,,,
88849923300011,GLACES ET SORBETS MERLIN,,,,
88852673800016,NURS'EAT,,,,
88862059800019,CAFE TOQUE,,,,
88874029700021,RODEZ ABATTOIR,,,,
88882378800011,POMAS E PEROTS,,,,
88885100300010,CONRAUX,,,,
88894767800015,SAVEURS AUTHENTIKS,,,,
88530751200016,MANUEL DONATIEN,,,,
88532192700018,L'OFFICINE BOTANIQUE,,,,
88754007800011,[ND],,,,
88754201700025,LES PISVERTS,,,,
88758049600016,NZOLAMESO,,,,
88764423500012,GIE PLANT N'CAUX,,,,
88768657400013,CHALLIER,,,,
88772950700012,KERN,,,,
88775469500013,ALISUD,,,,
88359874000016,MIL FOODS COMPANY,,,,
88364466800013,[ND],,,,
88369983700018,SCHNEIDER,,,,
88373613400015,ANDRIAMANANTENA,,,,
88379111300060,BIA,,,,
88388128600016,[ND],,,,
88389479200018,S.A.S.U KI SUSHI,,,,
88389947800027,UMIAMI,,,,
88389882700026,BOUCHERIE BILADI,,,,
88396968500014,ECOLIENCE,,,,
88396968500022,ECOLIENCE,,,,
88406265400030,DENGUELE,,,,
88406937800013,PRIMA LABO,,,,
88406937800021,PRIMA LABO,,,,
88923607100011,[ND],,,,
88936492300017,GRIFFITH FOODS,,,,
88942508800016,M&V SERVICES,,,,
88950318100022,GOMBAUD-SAINTONGE,,,,
88960784200040,ATELIER DU SEL CAMARGUE,,,,
88415088900019,GREEN FORCE,,,,
88416202500016,ALPHONSE DU BLE D'OR,,,,
88424046600018,SADNIA,,,,
88449257000020,ROBLOT,,,,
88451269000014,[ND],,,,
88452489300010,[ND],,,,
88459742800017,TFOODS,,,,
88799448100026,CARLINO,,,,
88801355400025,SOCIETE D'ABATTAGE DE THIVIERS,,,,
88803358600015,BENTAHAR,,,,
88804370000010,PRIHASNINTA,,,,
88819772000012,BAHENA ARANGO,,,,
88824033000017,PORTERIE,,,,
88831591800019,SELENDIC,,,,
88840406800015,LES FRANCHOUILLARDS,,,,
88307147400018,COUPE,,,,
88309227200011,BORIE,,,,
88324500300032,RAUGI COMPANY,,,,
88328160200028,EBOBISSE,,,,
88336931600012,AIF INGREDIENTS,,,,
88338571800019,[ND],,,,
88478889400019,[ND],,,,
88491967100013,[ND],,,,
88519517200014,[ND],,,,
88904963100027,CANALES GONZALES,,,,
88841679900037,TI KOUIGN,,,,
87933807700016,HOLQUIN,,,,
87819375400016,LE PETIT CHOCOLATIER - OLIVIER VIEL,,,,
88056523900014,YANN DECOUPE,,,,
88057395100014,3BC,,,,
87998751900011,GLACES MILANI,,,,
88147660000021,PYRENEES'CAKES,,,,
88167747000018,LA MAISON D'OYA,,,,
88110033300015,[ND],,,,
88071022300012,LES NOUVEAUX FERMIERS,,,,
88071022300038,LES NOUVEAUX FERMIERS,,,,
88073222700017,VISSAC,,,,
88078754400019,ANTOINE,,,,
88092482400019,PRADIN,,,,
88101430200023,CHAMLALI,,,,
88103760000015,CHENAL,,,,
88107238300022,ABTERRA,,,,
88109114400017,HUGUET CHOCOLATERIE,,,,
88110321200018,RODARY,,,,
88112011700018,HUBER,,,,
87944807400010,SALIERI,,,,
87954164700019,[ND],,,,
87969118600016,LISLOU-EN-PROVENCE,,,,
87985825600016,LES JUJU PASTA,,,,
87995587000024,TREEVENT,,,,
88246473800021,KANTA,,,,
88246685700019,SO GINGER,,,,
88247360600011,CONTAT,,,,
88248692100019,SOUMARE,,,,
88257714100014,KHOUDOYAN,,,,
88286917500019,G FORCE NUTRITION,,,,
88014118900014,PASQUALE,,,,
88016655800010,ENYEGUE NGUELE,,,,
88027234900015,[ND],,,,
88038177700015,POUPENEY,,,,
88042581400014,MAJCHER,,,,
88046054800030,ALLAOUI AIT HSSAIN,,,,
88048486000015,N'ZINGA,,,,
88051659600025,CONTI,,,,
88052349300018,[ND],,,,
88124028700022,LACOSSE,,,,
88126548200011,DEYDIER,,,,
88128873200012,MOREL,,,,
88129096900016,[ND],,,,
