siret,nom,ville,code_postal,activite,effectif
43192734200029,[ND],,,,
43203391800025,GALLAIS VIANDES,,,,
43205984800015,MARTINEZ,,,,
43222152100029,LES FRIANDILES,,,,
43223676800060,MASTERFOODS,,,,
43148680200058,HUFFSCHMITT,,,,
43162580500012,BISCUITERIE DE SAINTE VICTOIRE,,,,
43178618500014,M.D.I,,,,
43181682600017,KHOUALED,,,,
43232602300020,SOCIETE DE MANAGEMENT LYOVEL,,,,
43238505200027,INNOFI,,,,
43242402600016,L'HERBIER DE GASCOGNE,,,,
43245735600017,SOCIETE D'INVESTISSEMENT DES INDUSTRIES DE LA PECHE,,,,
43248318800012,BISCUITERIE COMTOISE,,,,
43251431300027,S B F,,,,
43257346700011,CAFES RICHARD,,,,
43257346700094,CAFES RICHARD,,,,
43257346700193,CAFES RICHARD,,,,
43257346700318,CAFES RICHARD,,,,
43257346700367,CAFES RICHARD,,,,
43271667800045,CONTE,,,,
43275315000015,COOPALIM,,,,
43276019700041,FEERIE GOURMANDE,,,,
43279803100014,SEGUR OBIER,,,,
43293085700045,MAISON BRIEUC,,,,
43293085700177,MAISON BRIEUC,,,,
43298490400016,FRUICANNA SARL,,,,
43134931500017,LECLERCQ,,,,
43140452400016,GILABERT,,,,
42994649400011,ALPURO VEEVOEDERBEDRIJF,,,,
42432233700041,DURCIN,,,,
42432233700066,DURCIN,,,,
44769734300013,NEGHLIZ,,,,
44785583400027,PETIT ANE GRIS (AU),,,,
44789147400010,MORICE,,,,
44789750500031,EL BERMIL,,,,
44798609200024,SARL AK SERVICES,,,,
44523010500030,MALLETTE,,,,
44523929600012,MAGHSOUDIAN,,,,
44538107200062,LES SAVEURS DU SUD,,,,
44538847300065,SAS CHOCOLATERIE DE PUYRICARD,,,,
44538847300180,SAS CHOCOLATERIE DE PUYRICARD,,,,
44538847300040,SAS CHOCOLATERIE DE PUYRICARD,,,,
44538847300198,SAS CHOCOLATERIE DE PUYRICARD,,,,
44538847300255,SAS CHOCOLATERIE DE PUYRICARD,,,,
44622018800028,SANDERS NORD,,,,
44625016900062,DELACRE INDUSTRIES SAS,,,,
44898194400011,SARL SYNERGIA,,,,
44899594400023,HU,,,,
44899594400049,HU,,,,
44907592800043,SOCIETE NOUVELLE DOLLEANS,,,,
44909948000013,TREVEDY,,,,
44914019300037,MAUREL,,,,
44914494800014,AGRODEAL,,,,
44916277500026,AZAM,,,,
44922205800017,ARC FOOD FRANCE,,,,
44819488600017,DEVERGRANNE,,,,
44819987700011,ATELIERS BIO DE PROVENCE,,,,
44837924800017,QUALI-PRO-SERVICES,,,,
44840485500034,"LEOPOLD, BISCUITERIE FINE",,,,
44863150700044,DECES,,,,
44870564000028,MARIONI,,,,
44872144900040,MILIERE,,,,
44878540200026,LIASKOVSKY,,,,
44885282200015,DENAIS,,,,
44359779400017,SAWADEE K,,,,
44361181900014,SIMON,,,,
44484128200015,CHARLES LE ROUX,,,,
44487154500018,BAILLY,,,,
44487494500017,WANSON,,,,
44448952000015,NORWAY SEAFOODS BOULOGNE,,,,
44451394900016,RONDEAU,,,,
44488676600013,CANADAS,,,,
44497551000025,LE MINDU,,,,
44497551000017,LE MINDU,,,,
44500435100018,DELRIEU,,,,
44509104400021,CHABRY,,,,
44512488600026,SOPASE,,,,
44514303500019,DELICES DE MARGAUX,,,,
44383955000029,PETER,,,,
44472406600022,DESHOULLES TRAITEUR,,,,
44436299000012,INNOVATIVE,,,,
44440120200023,MONT BLANC,,,,
43347281800023,GAILLARD,,,,
43347281800056,GAILLARD,,,,
43792001000026,LE GUERN,,,,
43802713800033,PROST,,,,
43802713800041,PROST,,,,
43809846900036,SEGURA,,,,
43810897900016,BIBAL,,,,
43810897900024,BIBAL,,,,
43812616100027,LA DUCALE CHIPS ARTISANALES,,,,
43460568900018,STE LIGERIENNE PALMIPEDE GRAS,,,,
43466584000022,MAISON TACCA,,,,
43483366100011,GUYADER ATLANTIQUE,,,,
43495047300026,DEVISME MER,,,,
43495177800035,BOUER,,,,
43437554900012,AROMA PHYTO COSMET DIET SARL,,,,
43455787200042,[ND],,,,
43539596700019,SOLEIL DE L'ISCLE,,,,
43539696500012,AROME DIFFUSION,,,,
43540283900011,SARL THIERRY SALAS,,,,
43548052000012,VALRHONA,,,,
43552002800083,STE INDUSTRIELLE DE TRANSFORMATION DE PRODUITS AGRICOLES,,,,
43645023300123,SOC INDUSTR CIALE DE NORMANDIE BRETAGNE,,,,
43768324600064,DJABRI,,,,
43507232700016,SONECFORM,,,,
43525651600020,SAINT LAURENT VIANDES,,,,
43532989100020,LE FONDANT BAULOIS,,,,
43845570100013,LOPES,,,,
43390219400011,SOCIETE FINANCIERE JEAN FRANCOIS FURIC,,,,
43399667500024,SAVEURS ET NATURE,,,,
43402076400016,POIGNANT,,,,
43406890400037,GUIDONE,,,,
43418152500016,DROMER,,,,
43343630000019,COLOR,,,,
43276019700082,FEERIE GOURMANDE,,,,
43483822300031,N D S,,,,
43459945200019,GAUDRY,,,,
43456787100018,NICOT GOURMET,,,,
42472128000016,SENECAL,,,,
42490016500012,ADRIEN ET CHOCOLAT,,,,
42494041900023,JANVIER,,,,
42827364300018,AU PARRAIN GENEREUX,,,,
43954092300018,"SARL ""ROUCAN""",,,,
44073832600014,GHIRONI,,,,
44073832600022,GHIRONI,,,,
44107994400027,DE SMET,,,,
44114655200019,AL WALIMA,,,,
44120551500014,CHAVILLE,,,,
44126541000015,MIL FRUITS,,,,
44134580800022,POLARIS PERIGORD,,,,
44135517900017,MAMIE GATEAUX,,,,
43990694200032,FOULON SOPAGLY SAS,,,,
44000192300018,MERCIER,,,,
44000192300042,MERCIER,,,,
43906148200022,ROESCH,,,,
43907424600018,LABORATOIRES HERBATECH,,,,
43907609200048,CALSE MEDITERRANEE,,,,
43923946800010,GUERIN TRAITEUR,,,,
43929618700016,FRANCE CACAO SARL,,,,
43879254100015,BOUCHERIE HIRA,,,,
44017551100011,CHARLES,,,,
43838891000012,SOCIETE COOPERATIVE DES ARTISANS BOUCHERS CHARCUTIERS DU VENDOMOIS,,,,
43805035300012,POIROUX,,,,
43896631900024,DALBEGUE,,,,
43913297800024,BIOCEANE,,,,
43916944200027,SARL LE FORASTERO,,,,
43938029600012,RANDRIAMBOLOLONA,,,,
43957902000025,DERMAN,,,,
43378165500017,SARL DIMILCHOC,,,,
43420290900025,HARCHAMI,,,,
43302763800025,GREENCELL,,,,
45288952000022,HP2 A,,,,
45325597800026,CAMACHO SOLORZANO,,,,
44824490500015,LES ALIZES,,,,
45327251000034,RDV PRODUCTIONS,,,,
45327251000042,RDV PRODUCTIONS,,,,
45329091800011,ADELIE SANTE,,,,
45336952200033,BRIMEUX,,,,
45340650600023,ABROUS,,,,
45345047000019,LA BONNE BRIOCHE CHAUDE,,,,
45355804100027,ZAHN,,,,
45354927100014,PLV 115,,,,
45359492100018,FONDACCI,,,,
45225305700023,ANDRAL,,,,
45225305700064,ANDRAL,,,,
45230293800058,RENAN,,,,
45230293800066,RENAN,,,,
45230293800140,RENAN,,,,
45232040100030,LALOUX,,,,
45238646900012,GISPALOU,,,,
45242833700029,SARL DU PARADIS,,,,
45181378600022,TDM,,,,
45189097400012,OLIVERO,,,,
45199338000059,COLIN,,,,
45200805500025,DOLEA,,,,
45202594300021,SARL LA QUINTA,,,,
45200112600013,SAINT VINCENT INDUSTRIES,,,,
45258672000016,SOFAG,,,,
45258672000024,SOFAG,,,,
45268922700026,BERTHELOT,,,,
45274149900027,CROQUET,,,,
45280710000022,STB,,,,
45280710000063,STB,,,,
45375897100015,LES OLIVEAUX,,,,
45378006600016,DEBIAIS,,,,
45400505900018,NATLANTIS,,,,
45291790900031,LANTERI,,,,
45299393400010,NICOLLE,,,,
45305864600010,LE CHOCOLAT CHAUDUN,,,,
45306087300024,FAIST,,,,
45307516000011,CENTRE D'ELEVAGE DU CLOSEAU PRODUCTION,,,,
45405667200024,AUNE,,,,
45408283500033,ALVAREZ,,,,
45880092700030,SARL AUZIER CHABERNAC,,,,
45950121900024,MEO SOC,,,,
47150165000033,DAGNIAUX,,,,
47250022200014,ETS PHILIPPE MONTEL,,,,
47648033000077,LUTTI,,,,
45132960100012,SOUDAN,,,,
45212041300011,RUSTER,,,,
45401971200016,DUPRE,,,,
47781862900057,GEROMEGNACE,,,,
45408854300011,WENCK,,,,
47777393100019,PIRRITANO,,,,
45370834900049,SPRENG,,,,
47793630600026,BONVENTRE VIANDES DISTRIBUTION,,,,
47946072700015,KARROUM,,,,
48011879300011,HAUTE INDUST TRANSFORMA EURO CARIBEENNE,,,,
48011879300029,HAUTE INDUST TRANSFORMA EURO CARIBEENNE,,,,
48013167100012,LA FERME DE DESMARAIS,,,,
48015756900017,BRIDE DELICE,,,,
47962867900017,LES VIVIERS DE TERENEZ,,,,
47978451400057,ATELIER DU CONFISEUR,,,,
47980349600021,SALIMINI,,,,
47982578800017,FOUGERES DS'HUM,,,,
47983889800019,MOUGEL,,,,
47839677300010,VEGELABO,,,,
47839768000016,PARANCAY DESOSSE,,,,
47842660400052,CAP TRAITEUR,,,,
47845963900041,M.D.T.,,,,
47846902600023,RAVESI,,,,
47850022600038,[ND],,,,
47875335300026,LES ELEVEURS DE LA CHARENTONNE,,,,
47875335300133,LES ELEVEURS DE LA CHARENTONNE,,,,
47875335300356,LES ELEVEURS DE LA CHARENTONNE,,,,
47875335300372,LES ELEVEURS DE LA CHARENTONNE,,,,
47932918700013,LEKANE,,,,
47935818600019,BATAILLON PATRICK,,,,
47938693000024,ANZIANI,,,,
47808014600036,ALGAIA,,,,
47808014600051,ALGAIA,,,,
47810093600044,S.T.P.,,,,
47825049100014,BELLE DE SUCRE SARL,,,,
47826488000012,LES CAFES DU MARCHE,,,,
45013150300010,SARL LAFLAQUIERE,,,,
45019468300030,BEAUCOUP,,,,
45027511000010,COLLIN,,,,
45035178800044,CRUSTA C,,,,
44978997300012,SCACCIA,,,,
44988944300015,SARL NORD ISERE VOLAILLES,,,,
44988983100011,PALMISTE,,,,
45006930700012,UNIMA FRAIS,,,,
45006930700020,UNIMA FRAIS,,,,
45134586200010,SISOUVANT NGUYEN,,,,
45138919100029,BITA BITA,,,,
45157051900053,DAMMANN FRERES,,,,
45158819800023,LOUERAT,,,,
45158819800015,LOUERAT,,,,
44933635300031,LES NOUGATS D'ALLAUCH BREMOND,,,,
44935577500023,ARS,,,,
44938930300032,CALIXTE,,,,
44940522400022,CARRON,,,,
44941783100020,FATEMA HAL,,,,
44950387900024,BENOIT,,,,
44950387900032,BENOIT,,,,
45099036100021,AGRO PRESTATION,,,,
45103109000025,LARDANT,,,,
45104542100018,P.S.D. SARL,,,,
45107967700014,SOGI  BEL,,,,
45110211500016,EDT - PALETS DU SOLEIL,,,,
45118522700019,LE GALLOU,,,,
45124847000010,BRETON,,,,
45074806600013,COBASAIGON PRODUCTION,,,,
45075451000045,BERTHE,,,,
45076827000016,SOCIETE COOPERATIVE AGRICOLE ALTRA CARRI,,,,
45088625400041,CLAVO,,,,
45011479800025,IDS SOLUTIONS CONDITIONNEMENT,,,,
45039906800011,COMPTOIR DU CAVIAR,,,,
45050907000022,PRO'VIANDES,,,,
44933635300015,LES NOUGATS D'ALLAUCH BREMOND,,,,
44900856400022,VINCENT,,,,
44851238400083,SODELY,,,,
44971384100012,FILPROMER,,,,
44340568300030,BERGER,,,,
44340568300048,BERGER,,,,
44316040300046,YI DA FOODS,,,,
44436299000020,INNOVATIVE,,,,
44337370900023,MENANT,,,,
48125018100015,CHO POINT,,,,
48129802400011,GRAU,,,,
48138449300013,FELICITE,,,,
48138449300021,FELICITE,,,,
48163735300030,MIGNOT,,,,
48173801100016,[ND],,,,
48183788800017,LEGRAND,,,,
48183964500019,FRENCH ATTITUDE,,,,
48191732600011,HILAIRE,,,,
48201638300010,SAUCES ET CREATIONS,,,,
48222283300022,EURL KESTENER FRANCK,,,,
48223808600029,MAX VAUCHE CHOCOLATIER,,,,
48223808600060,MAX VAUCHE CHOCOLATIER,,,,
48223808600037,MAX VAUCHE CHOCOLATIER,,,,
48227252300028,LES SALAISONS DU GOLFE,,,,
48238898000047,KADDOUR,,,,
48243476800024,NATURA-MUNDI,,,,
48243620100016,CERANIC,,,,
48245276000028,MONFRAY,,,,
48045446100017,NOVATIVE FOOD,,,,
48066890400018,LA RIVIERE,,,,
48083162700017,PEZARD,,,,
48083991900010,CANIONI,,,,
48087740600029,[ND],,,,
48088491500020,LAI CHAUK CHEUNG,,,,
48088980700016,AGUERRIA,,,,
48101195500020,AGRO SERVICES BRETAGNE,,,,
48096824700019,VAZQUEZ GONZALEZ,,,,
48270305500012,FENOGLIO,,,,
48396965500024,DAVID-CALVET,,,,
48398685700017,DECHELLE,,,,
48907042500025,ST MICHEL CHAMPAGNAC,,,,
48989596100030,JAUD,,,,
50868800900010,DELITS SUCRES,,,,
50883969300019,BIOKERZEST,,,,
50930400200017,FLECHE BLEUE,,,,
50914363200016,DIOURON,,,,
44220939100022,ALBRECHT,,,,
44222679100014,CRODELI,,,,
44802585800011,GENTILE,,,,
44800344200028,LODYGA,,,,
44519723900012,LA NOUVELLE MAISON DU SABLE,,,,
44538847300024,SAS CHOCOLATERIE DE PUYRICARD,,,,
44538907500018,SAS PUYCHOC,,,,
44622018800010,SANDERS NORD,,,,
50411888600010,PHAGEXEL,,,,
50412250800014,BIOTONAL,,,,
50413947800011,VIGNALI,,,,
50763403800016,H. FOOD SOLUTIONS,,,,
50841719300028,KIBO,,,,
50791930600021,PIOT,,,,
50794598800016,NITSCH,,,,
50794598800024,NITSCH,,,,
50136441800027,CHEVALLOT,,,,
50244325200015,[ND],,,,
50115329000017,CARIBE FOOD PRODUCTION,,,,
50115708500017,SARL LIBERTY REPAS,,,,
50054322800018,EURL C'EST SI BON,,,,
50195095000011,SARL BALIGAND,,,,
50242559800013,QUEVAT,,,,
50246631100011,GROUPE LE-CONGOLAIS.COM,,,,
51084111700029,DOUSSIN,,,,
51088640100015,ATELIER LILAMAND,,,,
51099389200015,DETRUIT,,,,
51100977100029,[ND],,,,
51106963500015,PRUNEAU,,,,
51028246000029,PHYT'AVANS,,,,
51028588500016,BOULANGER,,,,
51040479100012,BELAIEB,,,,
51043434300024,TRAITEUR COTE MER,,,,
51058804900013,FRAICH PACK O.I,,,,
51063410800011,CORANDO,,,,
51164753900028,LES GLACIERES DU LITTORAL,,,,
51164544200035,BIO J.S.F.,,,,
51164753900010,LES GLACIERES DU LITTORAL,,,,
51165934400010,[ND],,,,
51172674700013,RACOL,,,,
51172674700021,RACOL,,,,
51181344600016,ARC EN CIEL,,,,
51190857600024,LES DELICES DE LAGARDE,,,,
51191569600062,NIVIERE,,,,
51194134600013,LA PETITE ITALIENNE,,,,
51215508600022,HERCELIN,,,,
51220547700015,AFFANNATO,,,,
51229358000035,AGOUJIL,,,,
51229358000043,AGOUJIL,,,,
51230348800013,TATOU,,,,
51236268200019,BASTIEN,,,,
51241278400013,SCOPEL GOURMANDISES,,,,
51248280300024,GUY,,,,
51246497500014,DE BARBA,,,,
51116795900010,PASTOR,,,,
50963259200028,FABRICE DUCHESNE,,,,
51162060100027,GELIS,,,,
51154769700025,L'ACAI BOWL,,,,
48450917900020,LA CHOCOLATERIE BEAUJOLAISE,,,,
48452049900043,[ND],,,,
48462161000019,ARRIVE NUTRITION ANIMALE,,,,
48481974300036,AU-DELA DU CHOCOLAT,,,,
48816350200013,MONTARELLO,,,,
48816996200021,LEREFFAIT,,,,
48818719600016,CUISINE SOLEIL,,,,
48827114900012,LE GLACIER CATETJO,,,,
48278812200018,BAMBOU,,,,
48281503200024,BRIMBERG,,,,
48286912000014,PATISSERIE GILBERT,,,,
48292413100014,CHARENTE FOURRAGES,,,,
48292595500023,STELO,,,,
48293226600034,MARTINS DA SILVA,,,,
48295268600012,L'ORMEAU,,,,
48300532800057,H.J. HEINZ FRANCE,,,,
48300532800065,H.J. HEINZ FRANCE,,,,
48945132800046,LA PETITE GRANGE DE SARAH,,,,
48952850500048,PAINORAMA,,,,
48957159600019,LABORATOIRE O.D.S.,,,,
48971094700024,SLEJG,,,,
48364403500048,AGRO OUEST SERVICES,,,,
48365077600022,TRIPLET,,,,
48366765500011,VIVIANE LAB,,,,
48371227900015,MUTHS,,,,
48387386500016,ANTILLES CAFE SARL,,,,
48505392000032,SARL BESNARD,,,,
48521793900027,D'UN TERROIR A L'AUTRE,,,,
48778655000060,FDCS,,,,
48779343200021,SARL LE MASSAPAN,,,,
48779780500016,GAMAND,,,,
48762128600011,GUENGUELOU,,,,
48763603700011,AIRDIET,,,,
48868006700011,MIN DESOSS,,,,
48891558800013,BELDANDIS,,,,
48319003900014,SAHTOUT,,,,
48323794700021,TUISTINO,,,,
48326050100018,SOC ARBORICULTEURS BITSCHWILLER THANN,,,,
48329499700018,[ND],,,,
48337617400023,DEL BOSQUE,,,,
48345162100013,KERA HORSE,,,,
51362640800019,BIANCHINNOCENTI,,,,
51373554800044,BARBAROUX,,,,
51376214600019,BOUCHERIE COEUR RUMSTEACK,,,,
51379218400014,BISCUITERIE JOSEPHINE,,,,
51397085500021,[ND],,,,
51402498300017,HASNAOUI,,,,
51416060500010,SOCIETE D'ABATTAGE DE LA BRESSANDIERE PARTHENAY - SAB,,,,
51417817700010,ALVES MARTINS,,,,
51417817700028,ALVES MARTINS,,,,
51423076200015,CAFE DORE,,,,
51424582800017,EURO TEK FRANCE,,,,
51429260600027,BADRUNA,,,,
51780398700018,LARDEUX,,,,
51782736600017,GAGO,,,,
51783892600015,CASTELLANI,,,,
51789048900027,VAN-ASSCHE,,,,
51793770200010,VISSERS,,,,
51795531600016,SOCIETE REUNIONNAISE DE TORREFACTION ET D'ENSACHAGE DE CAFE,,,,
51799847200024,CHEZ SOPHIE,,,,
51802788300033,GUILLONNEAU,,,,
51804093600016,LAURENT,,,,
51805718700016,GRADISNIK,,,,
51257754500027,D'USSEL,,,,
51258273500019,KRANTZ,,,,
51265942600013,DEPRET,,,,
51268568600010,LA POPOTE,,,,
51268855700010,AU COUPE TOUJOURS,,,,
51273907900014,[ND],,,,
51287111200011,PASTA FRESCA RUBINO,,,,
51287940400022,LATRONICO,,,,
51288879300019,ANTALEX,,,,
51290631400012,KHERRO,,,,
51540694000012,LABORATOIRE BIO - SPHERE BESSAY PHARMA,,,,
51611139000030,VINCENT,,,,
51748858100011,ESPACE CAFE CAPSULES,,,,
51765516300023,PASSION TERROIR,,,,
51767280400062,BERNE,,,,
51207709000011,GOURMET FOOD SERVICES,,,,
51211728400012,R SANTE,,,,
51257642200012,ANGELLA,,,,
51257642200046,ANGELLA,,,,
51488637300018,POILVERT,,,,
51512143200014,BOCCHECIAMPE,,,,
51522008500028,GAUTHEY,,,,
51469994100027,CARTRON,,,,
51481730300019,THEMELIN,,,,
51313957600013,SEVAULT,,,,
51324334500024,NAVERI,,,,
51325922600019,PESTO PIU DI PRA SRL,,,,
51329052800027,STOLL,,,,
51330168900016,VAIZGANTHO,,,,
51332406100011,BARROUL,,,,
51336380400024,L'HORLOGE,,,,
51442240100018,BIZARD,,,,
51445289500022,CENT' HEURES D'AROMES,,,,
51456841900014,BOUCHERIE DE LA FERME DE BEL AIR (EURL),,,,
51467416700010,SOCIETE DE PRODUCTION CREOLE,,,,
50494912400037,WEHRLING,,,,
50780273400016,VISIOSFEIR,,,,
50539005400011,LILOU'N'CO,,,,
50914629600017,GIRAULT,,,,
54002957600019,MANCHON,,,,
54003375000022,CLAVEQUIN,,,,
54007100800010,CHOC O LOT,,,,
54008250000013,BOUCHERIE ESSAHLI MIMOUN ET FILS,,,,
54200362900038,BISCUITERIE MISTRAL,,,,
54201442800057,NESTLE FRANCE,,,,
54201442800164,NESTLE FRANCE,,,,
54201442800628,NESTLE FRANCE,,,,
54201442800669,NESTLE FRANCE,,,,
54201442800719,NESTLE FRANCE,,,,
54202199300085,SEGMA LIEBIG MAILLE,,,,
54202199300119,SEGMA LIEBIG MAILLE,,,,
54209199600034,BIO SPRINGER,,,,
54665036700081,ARRIVE,,,,
55200423600204,PATISFRANCE - PURATOS,,,,
55200423600295,PATISFRANCE - PURATOS,,,,
55200423600071,PATISFRANCE - PURATOS,,,,
55200423600188,PATISFRANCE - PURATOS,,,,
55201618000010,CHARCUTERIE DU CENTRE,,,,
57204950000117,MOUSLINE,,,,
57214916900094,HARIBO RICQLES ZAN,,,,
57214916900136,HARIBO RICQLES ZAN,,,,
57214916900292,HARIBO RICQLES ZAN,,,,
57215120700022,SAINTE LUCIE,,,,
57215120700030,SAINTE LUCIE,,,,
57215431800107,LA MAISON DU CHOCOLAT,,,,
57215431800222,LA MAISON DU CHOCOLAT,,,,
57645067000046,SANDERS OUEST,,,,
57645067000103,SANDERS OUEST,,,,
57645067000129,SANDERS OUEST,,,,
57658016100031,MOULIN DE TOURNEHEM DELZOIDE ET FILS,,,,
58213946500022,BRULERIE LANNI,,,,
58214844100022,SOCIETE DE RECHERCHES ET DE DIFFUSION,,,,
58272139500033,CONFISERIE PARIES,,,,
53964119100017,IL ETAIT UNE FOIS,,,,
53971850200013,RDC-PRODUCTION,,,,
53974945700070,LE COEUR D'ALSACE,,,,
53974945700112,LE COEUR D'ALSACE,,,,
53974945700146,LE COEUR D'ALSACE,,,,
53980018500016,EL BADAOUI,,,,
55850395900089,CSM FRANCE,,,,
55850395900022,CSM FRANCE,,,,
56080283700065,CACHOU LAJAUNIE,,,,
56209724600028,SUCR DISTIL SOUPPES OUVRE FILS,,,,
56210003200043,MONBANA,,,,
56210003200100,MONBANA,,,,
56282103300387,EVIALIS FRANCE,,,,
56282103300361,EVIALIS FRANCE,,,,
56282103300510,EVIALIS FRANCE,,,,
61582077600107,CONTINENTALE NUTRITION,,,,
61585010400030,NOUGALET,,,,
61692065800013,FFG MAREE,,,,
61692065800054,FFG MAREE,,,,
62282094200127,CHOCOLATS KLAUS SA,,,,
62298002700016,MCCORMICK FRANCE,,,,
62632034500053,ETABLISSEMENTS BELLANNE,,,,
62735006900027,ECHARM,,,,
62735006900019,ECHARM,,,,
63712115300067,FRONERI FRANCE SAS,,,,
63732077100057,LA BISCUITERIE DE LA CHAPELLE,,,,
63820022000017,CONFISERIE GUMUCHE,,,,
63820278800029,ETABLISSEMENTS E. VANEL,,,,
59192025100038,FRANCE MELASSES,,,,
59206708600120,ATM,,,,
60200494700019,LEPIC IDEM,,,,
60201889700119,FERRERO FRANCE,,,,
60205674900115,SAINT LOUIS SUCRE,,,,
60205674900222,SAINT LOUIS SUCRE,,,,
60205674900354,SAINT LOUIS SUCRE,,,,
60206244000071,COOP INDUST BOUCHERIE CHEVAL DE FRANCE,,,,
60722016700037,ETABLISSEMENTS ROSNOBLET,,,,
60722016700045,ETABLISSEMENTS ROSNOBLET,,,,
51765448900015,LARUELLE,,,,
51765448900023,LARUELLE,,,,
51767280400039,BERNE,,,,
51780518000018,VITAUX,,,,
51795531600024,SOCIETE REUNIONNAISE DE TORREFACTION ET D'ENSACHAGE DE CAFE,,,,
51798527100017,HACHEM,,,,
51798527100041,HACHEM,,,,
51817214300027,SOCIETE DE GESTION DE L'ABATTOIR DE COZZANO - A CUZZANACCIA,,,,
51827459200022,SARL DODO AUTHENTIQUE,,,,
51828396500045,MAZAL,,,,
51829364200022,BISCUITERIE D'ARCAY,,,,
51830486000027,GREGOIRE,,,,
51837132300040,[ND],,,,
51846330200019,DOUINOT,,,,
51849718500018,RUZZON,,,,
51204022100016,SEGHIER,,,,
51206695200015,DP DISTRIBUTION,,,,
51474571000020,PETIT,,,,
51476830800025,HIRBEC,,,,
51481578600025,[ND],,,,
51492022200023,CANDAU,,,,
51493580800014,CHOLLEY,,,,
51493770500010,ZOUBIRI,,,,
51503565700029,GERVIL YAMBALA,,,,
51388981600015,ULTRE,,,,
51395475000016,KHARCHOUFI,,,,
51396724000013,EST VIANDES,,,,
51406533300023,FMAG,,,,
51407813800013,KHELFA,,,,
51410748100012,LE FLECHER,,,,
51412912100034,LAMBERT,,,,
51419603900028,GOASGUEN,,,,
50973235000020,SIBADEY,,,,
50979389900022,MAURER,,,,
50983965000025,LAROUSSI,,,,
50987868200012,JEAN,,,,
50999046100071,DELICECOOK,,,,
50999046100022,DELICECOOK,,,,
51003733600045,[ND],,,,
50786742200010,LN,,,,
50796665300010,SOUMANN EURL,,,,
50798038100036,LARGEN RESTAURATION & SERVICES,,,,
50818623600016,[ND],,,,
51065146600011,LA GELATERIA ITALIANA,,,,
51080634200018,CAMBILLAU,,,,
51080634200026,CAMBILLAU,,,,
51091257900016,ZAHRANE,,,,
51092980500016,[ND],,,,
51092980500024,[ND],,,,
51869746100029,DEFORET,,,,
51911256900024,CHEVALIER,,,,
51919922800023,BELRHITI,,,,
51924164000019,GANDIN,,,,
80293540300013,COMPTOIRS MELISSE,,,,
80297079800038,[ND],,,,
80297786800016,[ND],,,,
80299825200018,NICOULEAU,,,,
80306706500026,HAPPY CRULTURE,,,,
80309191700010,LO,,,,
80310712700026,PASTIFICIO FONTANA,,,,
80316318700013,VATRA,,,,
80320697800048,PARCHISTIA,,,,
80322002900026,LE MONDE DE CAMILLE,,,,
80187099900019,VANHTHONG,,,,
80335427300010,L'ATELIER A PATES,,,,
80387754700031,CHOCOLATERIE DU VEXIN,,,,
80393961000017,LA BISCUITERIE STEPHANE RIVALIN-PERISSE,,,,
80787855800012,PHYZO LABORATOIRE,,,,
80789580000017,FAHFOUHI,,,,
80491548600018,PACCIONI,,,,
80511134100014,MOLINA GARCIA,,,,
80515219600020,[ND],,,,
80517429900018,STOUVENEREAU,,,,
80524122100011,[ND],,,,
80528809900015,NUTRI-FUTURE PROD,,,,
80533485100013,VIDAL,,,,
79522390800018,[ND],,,,
79526203900014,TOMMY'S COOK,,,,
79532097700023,DELICES D'INITIES,,,,
79532097700031,DELICES D'INITIES,,,,
79532998600017,CANO,,,,
79741361400026,BISCUITERIE DE CONCARNEAU,,,,
79742732500015,BEAUGER,,,,
79748493800015,JEDDI,,,,
79852894900018,NGUYEN,,,,
79858622800032,GOUTARD,,,,
79861223000010,CHALUS,,,,
79862758400021,ICE GLACONS,,,,
79865484400017,POISSONNERIE S. FLEUROT,,,,
79872676600016,[ND],,,,
80794592800032,FIDES PETFOOD FRANCE,,,,
80803487000010,MASSARO,,,,
80820304600012,ALVES,,,,
80824545000016,AUTREMENT CAKE,,,,
80349521700017,MOYNIEZ,,,,
80352858700022,BATATA DIFFUSION,,,,
80357618000019,RIO,,,,
80367753300033,MANJUCA,,,,
80372508400039,HCGC,,,,
80376216000031,MAISON ALSACIENNE DE BISCUITERIE ATELIER,,,,
80385438900027,COMME DES PAPAS,,,,
80741504700016,LES DELICES DE L'YVIE,,,,
80758687000014,DARVES,,,,
80762505800027,KAHLAOUI,,,,
80766007100018,HAMAISSIA,,,,
80775432000024,REYNAUD,,,,
80778294100015,LAVAL,,,,
80448683500015,BRIAND,,,,
80461691000019,LKG TRAITEUR NOMADE,,,,
80463746000010,MORELLO,,,,
80464841800023,LISE,,,,
80466736800018,MOZZARELLA DU PRINCE,,,,
80467710200019,LE FOURN,,,,
80468095700011,DODDRIDGE,,,,
80472235300013,BANNWARTH,,,,
80486327200022,L'AME DES EPICES,,,,
80402835500019,SAINTILUS,,,,
80405268600016,LOISEAU,,,,
80420146500015,AOUADI,,,,
80428323200077,POSTRE & CO,,,,
80428323200093,POSTRE & CO,,,,
80432389700012,MILLE ET UNE GLACES,,,,
80432831800014,BRIARD,,,,
80852962200017,VERRI,,,,
80859177000017,CARRARA,,,,
80879408500031,[ND],,,,
80882998000032,MACHGHOUL,,,,
81168668200014,ROUSSEAU,,,,
81169535200021,SOCIETE GUADELOUPEENNE DE PRODUCTION CULINAIRE,,,,
81173820200019,F.I.J,,,,
81178057600013,NAMOUCHI,,,,
